product,price,quantity,date,region,sales
lapis morsel,1.99,503,07-03-2019,north,1000.97
lapis morsel,1.99,594,07-03-2019,south,1182.06
lapis morsel,1.99,585,07-03-2019,east,1164.15
lapis morsel,1.99,598,07-03-2019,west,1190.02
pink morsel,3,507,08-03-2019,north,1521
pink morsel,3,594,08-03-2019,south,1782
pink morsel,3,539,08-03-2019,east,1617
pink morsel,3,599,08-03-2019,west,1797
gold morsel,9.99,541,08-03-2019,north,5404.59
gold morsel,9.99,541,08-03-2019,south,5404.59
gold morsel,9.99,574,08-03-2019,east,5734.26
gold morsel,9.99,590,08-03-2019,west,5894.1
magenta morsel,2.5,519,08-03-2019,north,1297.5
magenta morsel,2.5,530,08-03-2019,south,1325
magenta morsel,2.5,556,08-03-2019,east,1390
magenta morsel,2.5,593,08-03-2019,west,1482.5
chartreuse morsel,3,502,08-03-2019,north,1506
chartreuse morsel,3,509,08-03-2019,south,1527
chartreuse morsel,3,563,08-03-2019,east,1689
chartreuse morsel,3,549,08-03-2019,west,1647
periwinkle morsel,1.25,531,08-03-2019,north,663.75
periwinkle morsel,1.25,577,08-03-2019,south,721.25
periwinkle morsel,1.25,553,08-03-2019,east,691.25
periwinkle morsel,1.25,515,08-03-2019,west,643.75
vermilion morsel,4.99,526,08-03-2019,north,2624.74
vermilion morsel,4.99,600,08-03-2019,south,2994
vermilion morsel,4.99,516,08-03-2019,east,2574.84
vermilion morsel,4.99,536,08-03-2019,west,2674.64
lapis morsel,1.99,570,08-03-2019,north,1134.3
lapis morsel,1.99,535,08-03-2019,south,1064.65
lapis morsel,1.99,550,08-03-2019,east,1094.5
lapis morsel,1.99,503,08-03-2019,west,1000.97
pink morsel,3,511,09-03-2019,north,1533
pink morsel,3,583,09-03-2019,south,1749
pink morsel,3,552,09-03-2019,east,1656
pink morsel,3,548,09-03-2019,west,1644
gold morsel,9.99,532,09-03-2019,north,5314.68
gold morsel,9.99,547,09-03-2019,south,5464.53
gold morsel,9.99,590,09-03-2019,east,5894.1
gold morsel,9.99,581,09-03-2019,west,5804.19
magenta morsel,2.5,592,09-03-2019,north,1480
magenta morsel,2.5,544,09-03-2019,south,1360
magenta morsel,2.5,598,09-03-2019,east,1495
magenta morsel,2.5,535,09-03-2019,west,1337.5
chartreuse morsel,3,500,09-03-2019,north,1500
chartreuse morsel,3,520,09-03-2019,south,1560
chartreuse morsel,3,547,09-03-2019,east,1641
chartreuse morsel,3,579,09-03-2019,west,1737
periwinkle morsel,1.25,517,09-03-2019,north,646.25
periwinkle morsel,1.25,505,09-03-2019,south,631.25
periwinkle morsel,1.25,569,09-03-2019,east,711.25
periwinkle morsel,1.25,513,09-03-2019,west,641.25
vermilion morsel,4.99,600,09-03-2019,north,2994
vermilion morsel,4.99,559,09-03-2019,south,2789.41
vermilion morsel,4.99,550,09-03-2019,east,2744.5
vermilion morsel,4.99,579,09-03-2019,west,2889.21
lapis morsel,1.99,501,09-03-2019,north,996.99
lapis morsel,1.99,584,09-03-2019,south,1162.16
lapis morsel,1.99,558,09-03-2019,east,1110.42
lapis morsel,1.99,502,09-03-2019,west,998.98
pink morsel,3,515,10-03-2019,north,1545
pink morsel,3,592,10-03-2019,south,1776
pink morsel,3,550,10-03-2019,east,1650
pink morsel,3,579,10-03-2019,west,1737
gold morsel,9.99,525,10-03-2019,north,5244.75
gold morsel,9.99,591,10-03-2019,south,5904.09
gold morsel,9.99,563,10-03-2019,east,5624.37
gold morsel,9.99,538,10-03-2019,west,5374.62
magenta morsel,2.5,560,10-03-2019,north,1400
magenta morsel,2.5,557,10-03-2019,south,1392.5
magenta morsel,2.5,547,10-03-2019,east,1367.5
magenta morsel,2.5,584,10-03-2019,west,1460
chartreuse morsel,3,540,10-03-2019,north,1620
chartreuse morsel,3,559,10-03-2019,south,1677
chartreuse morsel,3,519,10-03-2019,east,1557
chartreuse morsel,3,531,10-03-2019,west,1593
periwinkle morsel,1.25,569,10-03-2019,north,711.25
periwinkle morsel,1.25,539,10-03-2019,south,673.75
periwinkle morsel,1.25,522,10-03-2019,east,652.5
periwinkle morsel,1.25,572,10-03-2019,west,715
vermilion morsel,4.99,526,10-03-2019,north,2624.74
vermilion morsel,4.99,569,10-03-2019,south,2839.31
vermilion morsel,4.99,541,10-03-2019,east,2699.59
vermilion morsel,4.99,543,10-03-2019,west,2709.57
lapis morsel,1.99,515,10-03-2019,north,1024.85
lapis morsel,1.99,556,10-03-2019,south,1106.44
lapis morsel,1.99,508,10-03-2019,east,1010.92
lapis morsel,1.99,515,10-03-2019,west,1024.85
pink morsel,3,553,11-03-2019,north,1659
pink morsel,3,574,11-03-2019,south,1722
pink morsel,3,563,11-03-2019,east,1689
pink morsel,3,564,11-03-2019,west,1692
gold morsel,9.99,518,11-03-2019,north,5174.82
gold morsel,9.99,536,11-03-2019,south,5354.64
gold morsel,9.99,546,11-03-2019,east,5454.54
gold morsel,9.99,567,11-03-2019,west,5664.33
magenta morsel,2.5,590,11-03-2019,north,1475
magenta morsel,2.5,538,11-03-2019,south,1345
magenta morsel,2.5,587,11-03-2019,east,1467.5
magenta morsel,2.5,507,11-03-2019,west,1267.5
chartreuse morsel,3,539,11-03-2019,north,1617
chartreuse morsel,3,599,11-03-2019,south,1797
chartreuse morsel,3,508,11-03-2019,east,1524
chartreuse morsel,3,567,11-03-2019,west,1701
periwinkle morsel,1.25,501,11-03-2019,north,626.25
periwinkle morsel,1.25,593,11-03-2019,south,741.25
periwinkle morsel,1.25,577,11-03-2019,east,721.25
periwinkle morsel,1.25,589,11-03-2019,west,736.25
vermilion morsel,4.99,592,11-03-2019,north,2954.08
vermilion morsel,4.99,559,11-03-2019,south,2789.41
vermilion morsel,4.99,503,11-03-2019,east,2509.97
vermilion morsel,4.99,595,11-03-2019,west,2969.05
lapis morsel,1.99,555,11-03-2019,north,1104.45
lapis morsel,1.99,580,11-03-2019,south,1154.2
lapis morsel,1.99,599,11-03-2019,east,1192.01
lapis morsel,1.99,539,11-03-2019,west,1072.61
pink morsel,3,506,12-03-2019,north,1518
pink morsel,3,527,12-03-2019,south,1581
pink morsel,3,542,12-03-2019,east,1626
pink morsel,3,556,12-03-2019,west,1668
gold morsel,9.99,538,12-03-2019,north,5374.62
gold morsel,9.99,586,12-03-2019,south,5854.14
gold morsel,9.99,523,12-03-2019,east,5224.77
gold morsel,9.99,595,12-03-2019,west,5944.05
magenta morsel,2.5,584,12-03-2019,north,1460
magenta morsel,2.5,518,12-03-2019,south,1295
magenta morsel,2.5,569,12-03-2019,east,1422.5
magenta morsel,2.5,547,12-03-2019,west,1367.5
chartreuse morsel,3,570,12-03-2019,north,1710
chartreuse morsel,3,514,12-03-2019,south,1542
chartreuse morsel,3,521,12-03-2019,east,1563
chartreuse morsel,3,535,12-03-2019,west,1605
periwinkle morsel,1.25,546,12-03-2019,north,682.5
periwinkle morsel,1.25,509,12-03-2019,south,636.25
periwinkle morsel,1.25,534,12-03-2019,east,667.5
periwinkle morsel,1.25,584,12-03-2019,west,730
vermilion morsel,4.99,555,12-03-2019,north,2769.45
vermilion morsel,4.99,577,12-03-2019,south,2879.23
vermilion morsel,4.99,589,12-03-2019,east,2939.11
vermilion morsel,4.99,592,12-03-2019,west,2954.08
lapis morsel,1.99,597,12-03-2019,north,1188.03
lapis morsel,1.99,506,12-03-2019,south,1006.94
lapis morsel,1.99,504,12-03-2019,east,1002.96
lapis morsel,1.99,527,12-03-2019,west,1048.73
pink morsel,3,508,13-03-2019,north,1524
pink morsel,3,599,13-03-2019,south,1797
pink morsel,3,514,13-03-2019,east,1542
pink morsel,3,551,13-03-2019,west,1653
gold morsel,9.99,573,13-03-2019,north,5724.27
gold morsel,9.99,597,13-03-2019,south,5964.03
gold morsel,9.99,573,13-03-2019,east,5724.27
gold morsel,9.99,598,13-03-2019,west,5974.02
magenta morsel,2.5,540,13-03-2019,north,1350
magenta morsel,2.5,600,13-03-2019,south,1500
magenta morsel,2.5,523,13-03-2019,east,1307.5
magenta morsel,2.5,552,13-03-2019,west,1380
chartreuse morsel,3,550,13-03-2019,north,1650
chartreuse morsel,3,512,13-03-2019,south,1536
chartreuse morsel,3,595,13-03-2019,east,1785
chartreuse morsel,3,558,13-03-2019,west,1674
periwinkle morsel,1.25,575,13-03-2019,north,718.75
periwinkle morsel,1.25,584,13-03-2019,south,730
periwinkle morsel,1.25,503,13-03-2019,east,628.75
periwinkle morsel,1.25,569,13-03-2019,west,711.25
vermilion morsel,4.99,528,13-03-2019,north,2634.72
vermilion morsel,4.99,526,13-03-2019,south,2624.74
vermilion morsel,4.99,581,13-03-2019,east,2899.19
vermilion morsel,4.99,512,13-03-2019,west,2554.88
lapis morsel,1.99,586,13-03-2019,north,1166.14
lapis morsel,1.99,521,13-03-2019,south,1036.79
lapis morsel,1.99,536,13-03-2019,east,1066.64
lapis morsel,1.99,560,13-03-2019,west,1114.4
pink morsel,3,559,14-03-2019,north,1677
pink morsel,3,508,14-03-2019,south,1524
pink morsel,3,564,14-03-2019,east,1692
pink morsel,3,568,14-03-2019,west,1704
gold morsel,9.99,557,14-03-2019,north,5564.43
gold morsel,9.99,587,14-03-2019,south,5864.13
gold morsel,9.99,570,14-03-2019,east,5694.3
gold morsel,9.99,596,14-03-2019,west,5954.04
magenta morsel,2.5,519,14-03-2019,north,1297.5
magenta morsel,2.5,582,14-03-2019,south,1455
magenta morsel,2.5,573,14-03-2019,east,1432.5
magenta morsel,2.5,512,14-03-2019,west,1280
chartreuse morsel,3,519,14-03-2019,north,1557
chartreuse morsel,3,526,14-03-2019,south,1578
chartreuse morsel,3,564,14-03-2019,east,1692
chartreuse morsel,3,554,14-03-2019,west,1662
periwinkle morsel,1.25,508,14-03-2019,north,635
periwinkle morsel,1.25,540,14-03-2019,south,675
periwinkle morsel,1.25,524,14-03-2019,east,655
periwinkle morsel,1.25,505,14-03-2019,west,631.25
vermilion morsel,4.99,508,14-03-2019,north,2534.92
vermilion morsel,4.99,576,14-03-2019,south,2874.24
vermilion morsel,4.99,592,14-03-2019,east,2954.08
vermilion morsel,4.99,529,14-03-2019,west,2639.71
lapis morsel,1.99,576,14-03-2019,north,1146.24
lapis morsel,1.99,553,14-03-2019,south,1100.47
lapis morsel,1.99,590,14-03-2019,east,1174.1
lapis morsel,1.99,521,14-03-2019,west,1036.79
pink morsel,3,549,15-03-2019,north,1647
pink morsel,3,557,15-03-2019,south,1671
pink morsel,3,521,15-03-2019,east,1563
pink morsel,3,550,15-03-2019,west,1650
gold morsel,9.99,599,15-03-2019,north,5984.01
gold morsel,9.99,582,15-03-2019,south,5814.18
gold morsel,9.99,519,15-03-2019,east,5184.81
gold morsel,9.99,576,15-03-2019,west,5754.24
magenta morsel,2.5,591,15-03-2019,north,1477.5
magenta morsel,2.5,524,15-03-2019,south,1310
magenta morsel,2.5,522,15-03-2019,east,1305
magenta morsel,2.5,573,15-03-2019,west,1432.5
chartreuse morsel,3,589,15-03-2019,north,1767
chartreuse morsel,3,597,15-03-2019,south,1791
chartreuse morsel,3,521,15-03-2019,east,1563
chartreuse morsel,3,548,15-03-2019,west,1644
periwinkle morsel,1.25,506,15-03-2019,north,632.5
periwinkle morsel,1.25,521,15-03-2019,south,651.25
periwinkle morsel,1.25,510,15-03-2019,east,637.5
periwinkle morsel,1.25,518,15-03-2019,west,647.5
vermilion morsel,4.99,596,15-03-2019,north,2974.04
vermilion morsel,4.99,526,15-03-2019,south,2624.74
vermilion morsel,4.99,516,15-03-2019,east,2574.84
vermilion morsel,4.99,600,15-03-2019,west,2994
lapis morsel,1.99,590,15-03-2019,north,1174.1
lapis morsel,1.99,577,15-03-2019,south,1148.23
lapis morsel,1.99,506,15-03-2019,east,1006.94
lapis morsel,1.99,572,15-03-2019,west,1138.28
pink morsel,3,521,16-03-2019,north,1563
pink morsel,3,560,16-03-2019,south,1680
pink morsel,3,576,16-03-2019,east,1728
pink morsel,3,560,16-03-2019,west,1680
gold morsel,9.99,559,16-03-2019,north,5584.41
gold morsel,9.99,517,16-03-2019,south,5164.83
gold morsel,9.99,506,16-03-2019,east,5054.94
gold morsel,9.99,555,16-03-2019,west,5544.45
magenta morsel,2.5,539,16-03-2019,north,1347.5
magenta morsel,2.5,577,16-03-2019,south,1442.5
magenta morsel,2.5,589,16-03-2019,east,1472.5
magenta morsel,2.5,542,16-03-2019,west,1355
chartreuse morsel,3,560,16-03-2019,north,1680
chartreuse morsel,3,547,16-03-2019,south,1641
chartreuse morsel,3,559,16-03-2019,east,1677
chartreuse morsel,3,557,16-03-2019,west,1671
periwinkle morsel,1.25,584,16-03-2019,north,730
periwinkle morsel,1.25,528,16-03-2019,south,660
periwinkle morsel,1.25,505,16-03-2019,east,631.25
periwinkle morsel,1.25,564,16-03-2019,west,705
vermilion morsel,4.99,546,16-03-2019,north,2724.54
vermilion morsel,4.99,599,16-03-2019,south,2989.01
vermilion morsel,4.99,583,16-03-2019,east,2909.17
vermilion morsel,4.99,582,16-03-2019,west,2904.18
lapis morsel,1.99,516,16-03-2019,north,1026.84
lapis morsel,1.99,529,16-03-2019,south,1052.71
lapis morsel,1.99,521,16-03-2019,east,1036.79
lapis morsel,1.99,576,16-03-2019,west,1146.24
pink morsel,3,561,17-03-2019,north,1683
pink morsel,3,546,17-03-2019,south,1638
pink morsel,3,515,17-03-2019,east,1545
pink morsel,3,557,17-03-2019,west,1671
gold morsel,9.99,596,17-03-2019,north,5954.04
gold morsel,9.99,578,17-03-2019,south,5774.22
gold morsel,9.99,534,17-03-2019,east,5334.66
gold morsel,9.99,565,17-03-2019,west,5644.35
magenta morsel,2.5,574,17-03-2019,north,1435
magenta morsel,2.5,509,17-03-2019,south,1272.5
magenta morsel,2.5,576,17-03-2019,east,1440
magenta morsel,2.5,538,17-03-2019,west,1345
chartreuse morsel,3,502,17-03-2019,north,1506
chartreuse morsel,3,600,17-03-2019,south,1800
chartreuse morsel,3,584,17-03-2019,east,1752
chartreuse morsel,3,511,17-03-2019,west,1533
periwinkle morsel,1.25,584,17-03-2019,north,730
periwinkle morsel,1.25,570,17-03-2019,south,712.5
periwinkle morsel,1.25,600,17-03-2019,east,750
periwinkle morsel,1.25,505,17-03-2019,west,631.25
vermilion morsel,4.99,573,17-03-2019,north,2859.27
vermilion morsel,4.99,572,17-03-2019,south,2854.28
vermilion morsel,4.99,590,17-03-2019,east,2944.1
vermilion morsel,4.99,576,17-03-2019,west,2874.24
lapis morsel,1.99,582,17-03-2019,north,1158.18
lapis morsel,1.99,537,17-03-2019,south,1068.63
lapis morsel,1.99,581,17-03-2019,east,1156.19
lapis morsel,1.99,559,17-03-2019,west,1112.41
pink morsel,3,567,18-03-2019,north,1701
pink morsel,3,505,18-03-2019,south,1515
pink morsel,3,588,18-03-2019,east,1764
pink morsel,3,556,18-03-2019,west,1668
gold morsel,9.99,572,18-03-2019,north,5714.28
gold morsel,9.99,571,18-03-2019,south,5704.29
gold morsel,9.99,560,18-03-2019,east,5594.4
gold morsel,9.99,592,18-03-2019,west,5914.08
magenta morsel,2.5,571,18-03-2019,north,1427.5
magenta morsel,2.5,569,18-03-2019,south,1422.5
magenta morsel,2.5,550,18-03-2019,east,1375
magenta morsel,2.5,518,18-03-2019,west,1295
chartreuse morsel,3,532,18-03-2019,north,1596
chartreuse morsel,3,593,18-03-2019,south,1779
chartreuse morsel,3,567,18-03-2019,east,1701
chartreuse morsel,3,568,18-03-2019,west,1704
periwinkle morsel,1.25,582,18-03-2019,north,727.5
periwinkle morsel,1.25,575,18-03-2019,south,718.75
periwinkle morsel,1.25,561,18-03-2019,east,701.25
periwinkle morsel,1.25,515,18-03-2019,west,643.75
vermilion morsel,4.99,568,18-03-2019,north,2834.32
vermilion morsel,4.99,537,18-03-2019,south,2679.63
vermilion morsel,4.99,595,18-03-2019,east,2969.05
vermilion morsel,4.99,509,18-03-2019,west,2539.91
lapis morsel,1.99,521,18-03-2019,north,1036.79
lapis morsel,1.99,599,18-03-2019,south,1192.01
lapis morsel,1.99,518,18-03-2019,east,1030.82
lapis morsel,1.99,543,18-03-2019,west,1080.57
pink morsel,3,559,19-03-2019,north,1677
pink morsel,3,584,19-03-2019,south,1752
pink morsel,3,545,19-03-2019,east,1635
pink morsel,3,535,19-03-2019,west,1605
gold morsel,9.99,514,19-03-2019,north,5134.86
gold morsel,9.99,505,19-03-2019,south,5044.95
gold morsel,9.99,552,19-03-2019,east,5514.48
gold morsel,9.99,589,19-03-2019,west,5884.11
magenta morsel,2.5,517,19-03-2019,north,1292.5
magenta morsel,2.5,520,19-03-2019,south,1300
magenta morsel,2.5,527,19-03-2019,east,1317.5
magenta morsel,2.5,502,19-03-2019,west,1255
chartreuse morsel,3,514,19-03-2019,north,1542
chartreuse morsel,3,598,19-03-2019,south,1794
chartreuse morsel,3,593,19-03-2019,east,1779
chartreuse morsel,3,534,19-03-2019,west,1602
periwinkle morsel,1.25,500,19-03-2019,north,625
periwinkle morsel,1.25,503,19-03-2019,south,628.75
periwinkle morsel,1.25,567,19-03-2019,east,708.75
periwinkle morsel,1.25,534,19-03-2019,west,667.5
vermilion morsel,4.99,545,19-03-2019,north,2719.55
vermilion morsel,4.99,542,19-03-2019,south,2704.58
vermilion morsel,4.99,546,19-03-2019,east,2724.54
vermilion morsel,4.99,572,19-03-2019,west,2854.28
lapis morsel,1.99,504,19-03-2019,north,1002.96
lapis morsel,1.99,528,19-03-2019,south,1050.72
lapis morsel,1.99,530,19-03-2019,east,1054.7
lapis morsel,1.99,577,19-03-2019,west,1148.23
pink morsel,3,545,20-03-2019,north,1635
pink morsel,3,532,20-03-2019,south,1596
pink morsel,3,536,20-03-2019,east,1608
pink morsel,3,593,20-03-2019,west,1779
gold morsel,9.99,563,20-03-2019,north,5624.37
gold morsel,9.99,535,20-03-2019,south,5344.65
gold morsel,9.99,598,20-03-2019,east,5974.02
gold morsel,9.99,531,20-03-2019,west,5304.69
magenta morsel,2.5,500,20-03-2019,north,1250
magenta morsel,2.5,558,20-03-2019,south,1395
magenta morsel,2.5,544,20-03-2019,east,1360
magenta morsel,2.5,544,20-03-2019,west,1360
chartreuse morsel,3,553,20-03-2019,north,1659
chartreuse morsel,3,502,20-03-2019,south,1506
chartreuse morsel,3,580,20-03-2019,east,1740
chartreuse morsel,3,523,20-03-2019,west,1569
periwinkle morsel,1.25,509,20-03-2019,north,636.25
periwinkle morsel,1.25,588,20-03-2019,south,735
periwinkle morsel,1.25,550,20-03-2019,east,687.5
periwinkle morsel,1.25,504,20-03-2019,west,630
vermilion morsel,4.99,510,20-03-2019,north,2544.9
vermilion morsel,4.99,593,20-03-2019,south,2959.07
vermilion morsel,4.99,525,20-03-2019,east,2619.75
vermilion morsel,4.99,503,20-03-2019,west,2509.97
lapis morsel,1.99,510,20-03-2019,north,1014.9
lapis morsel,1.99,547,20-03-2019,south,1088.53
lapis morsel,1.99,538,20-03-2019,east,1070.62
lapis morsel,1.99,542,20-03-2019,west,1078.58
pink morsel,3,592,21-03-2019,north,1776
pink morsel,3,545,21-03-2019,south,1635
pink morsel,3,597,21-03-2019,east,1791
pink morsel,3,593,21-03-2019,west,1779
gold morsel,9.99,563,21-03-2019,north,5624.37
gold morsel,9.99,500,21-03-2019,south,4995
gold morsel,9.99,527,21-03-2019,east,5264.73
gold morsel,9.99,550,21-03-2019,west,5494.5
magenta morsel,2.5,599,21-03-2019,north,1497.5
magenta morsel,2.5,571,21-03-2019,south,1427.5
magenta morsel,2.5,504,21-03-2019,east,1260
magenta morsel,2.5,510,21-03-2019,west,1275
chartreuse morsel,3,577,21-03-2019,north,1731
chartreuse morsel,3,574,21-03-2019,south,1722
chartreuse morsel,3,519,21-03-2019,east,1557
chartreuse morsel,3,524,21-03-2019,west,1572
periwinkle morsel,1.25,570,21-03-2019,north,712.5
periwinkle morsel,1.25,586,21-03-2019,south,732.5
periwinkle morsel,1.25,530,21-03-2019,east,662.5
periwinkle morsel,1.25,589,21-03-2019,west,736.25
vermilion morsel,4.99,557,21-03-2019,north,2779.43
vermilion morsel,4.99,590,21-03-2019,south,2944.1
vermilion morsel,4.99,579,21-03-2019,east,2889.21
vermilion morsel,4.99,582,21-03-2019,west,2904.18
lapis morsel,1.99,564,21-03-2019,north,1122.36
lapis morsel,1.99,580,21-03-2019,south,1154.2
lapis morsel,1.99,533,21-03-2019,east,1060.67
lapis morsel,1.99,554,21-03-2019,west,1102.46
pink morsel,3,582,22-03-2019,north,1746
pink morsel,3,515,22-03-2019,south,1545
pink morsel,3,589,22-03-2019,east,1767
pink morsel,3,577,22-03-2019,west,1731
gold morsel,9.99,572,22-03-2019,north,5714.28
gold morsel,9.99,563,22-03-2019,south,5624.37
gold morsel,9.99,542,22-03-2019,east,5414.58
gold morsel,9.99,575,22-03-2019,west,5744.25
magenta morsel,2.5,519,22-03-2019,north,1297.5
magenta morsel,2.5,529,22-03-2019,south,1322.5
magenta morsel,2.5,587,22-03-2019,east,1467.5
magenta morsel,2.5,541,22-03-2019,west,1352.5
chartreuse morsel,3,500,22-03-2019,north,1500
chartreuse morsel,3,573,22-03-2019,south,1719
chartreuse morsel,3,543,22-03-2019,east,1629
chartreuse morsel,3,539,22-03-2019,west,1617
periwinkle morsel,1.25,539,22-03-2019,north,673.75
periwinkle morsel,1.25,565,22-03-2019,south,706.25
periwinkle morsel,1.25,547,22-03-2019,east,683.75
periwinkle morsel,1.25,524,22-03-2019,west,655
vermilion morsel,4.99,566,22-03-2019,north,2824.34
vermilion morsel,4.99,573,22-03-2019,south,2859.27
vermilion morsel,4.99,501,22-03-2019,east,2499.99
vermilion morsel,4.99,566,22-03-2019,west,2824.34
lapis morsel,1.99,534,22-03-2019,north,1062.66
lapis morsel,1.99,545,22-03-2019,south,1084.55
lapis morsel,1.99,541,22-03-2019,east,1076.59
lapis morsel,1.99,503,22-03-2019,west,1000.97
pink morsel,3,578,23-03-2019,north,1734
pink morsel,3,503,23-03-2019,south,1509
pink morsel,3,562,23-03-2019,east,1686
pink morsel,3,599,23-03-2019,west,1797
gold morsel,9.99,581,23-03-2019,north,5804.19
gold morsel,9.99,591,23-03-2019,south,5904.09
gold morsel,9.99,596,23-03-2019,east,5954.04
gold morsel,9.99,585,23-03-2019,west,5844.15
magenta morsel,2.5,564,23-03-2019,north,1410
magenta morsel,2.5,533,23-03-2019,south,1332.5
magenta morsel,2.5,560,23-03-2019,east,1400
magenta morsel,2.5,593,23-03-2019,west,1482.5
chartreuse morsel,3,544,23-03-2019,north,1632
chartreuse morsel,3,508,23-03-2019,south,1524
chartreuse morsel,3,501,23-03-2019,east,1503
chartreuse morsel,3,590,23-03-2019,west,1770
periwinkle morsel,1.25,581,23-03-2019,north,726.25
periwinkle morsel,1.25,566,23-03-2019,south,707.5
periwinkle morsel,1.25,567,23-03-2019,east,708.75
periwinkle morsel,1.25,598,23-03-2019,west,747.5
vermilion morsel,4.99,590,23-03-2019,north,2944.1
vermilion morsel,4.99,590,23-03-2019,south,2944.1
vermilion morsel,4.99,578,23-03-2019,east,2884.22
vermilion morsel,4.99,523,23-03-2019,west,2609.77
lapis morsel,1.99,558,23-03-2019,north,1110.42
lapis morsel,1.99,561,23-03-2019,south,1116.39
lapis morsel,1.99,596,23-03-2019,east,1186.04
lapis morsel,1.99,501,23-03-2019,west,996.99
pink morsel,3,522,24-03-2019,north,1566
pink morsel,3,519,24-03-2019,south,1557
pink morsel,3,599,24-03-2019,east,1797
pink morsel,3,585,24-03-2019,west,1755
gold morsel,9.99,600,24-03-2019,north,5994
gold morsel,9.99,517,24-03-2019,south,5164.83
gold morsel,9.99,592,24-03-2019,east,5914.08
gold morsel,9.99,513,24-03-2019,west,5124.87
magenta morsel,2.5,597,24-03-2019,north,1492.5
magenta morsel,2.5,576,24-03-2019,south,1440
magenta morsel,2.5,565,24-03-2019,east,1412.5
magenta morsel,2.5,594,24-03-2019,west,1485
chartreuse morsel,3,548,24-03-2019,north,1644
chartreuse morsel,3,523,24-03-2019,south,1569
chartreuse morsel,3,594,24-03-2019,east,1782
chartreuse morsel,3,524,24-03-2019,west,1572
periwinkle morsel,1.25,577,24-03-2019,north,721.25
periwinkle morsel,1.25,548,24-03-2019,south,685
periwinkle morsel,1.25,522,24-03-2019,east,652.5
periwinkle morsel,1.25,520,24-03-2019,west,650
vermilion morsel,4.99,512,24-03-2019,north,2554.88
vermilion morsel,4.99,568,24-03-2019,south,2834.32
vermilion morsel,4.99,574,24-03-2019,east,2864.26
vermilion morsel,4.99,598,24-03-2019,west,2984.02
lapis morsel,1.99,585,24-03-2019,north,1164.15
lapis morsel,1.99,565,24-03-2019,south,1124.35
lapis morsel,1.99,511,24-03-2019,east,1016.89
lapis morsel,1.99,570,24-03-2019,west,1134.3
pink morsel,3,550,25-03-2019,north,1650
pink morsel,3,500,25-03-2019,south,1500
pink morsel,3,518,25-03-2019,east,1554
pink morsel,3,578,25-03-2019,west,1734
gold morsel,9.99,546,25-03-2019,north,5454.54
gold morsel,9.99,545,25-03-2019,south,5444.55
gold morsel,9.99,560,25-03-2019,east,5594.4
gold morsel,9.99,596,25-03-2019,west,5954.04
magenta morsel,2.5,516,25-03-2019,north,1290
magenta morsel,2.5,509,25-03-2019,south,1272.5
magenta morsel,2.5,501,25-03-2019,east,1252.5
magenta morsel,2.5,560,25-03-2019,west,1400
chartreuse morsel,3,546,25-03-2019,north,1638
chartreuse morsel,3,539,25-03-2019,south,1617
chartreuse morsel,3,515,25-03-2019,east,1545
chartreuse morsel,3,568,25-03-2019,west,1704
periwinkle morsel,1.25,524,25-03-2019,north,655
periwinkle morsel,1.25,598,25-03-2019,south,747.5
periwinkle morsel,1.25,530,25-03-2019,east,662.5
periwinkle morsel,1.25,500,25-03-2019,west,625
vermilion morsel,4.99,568,25-03-2019,north,2834.32
vermilion morsel,4.99,518,25-03-2019,south,2584.82
vermilion morsel,4.99,588,25-03-2019,east,2934.12
vermilion morsel,4.99,600,25-03-2019,west,2994
lapis morsel,1.99,528,25-03-2019,north,1050.72
lapis morsel,1.99,600,25-03-2019,south,1194
lapis morsel,1.99,565,25-03-2019,east,1124.35
lapis morsel,1.99,573,25-03-2019,west,1140.27
pink morsel,3,567,26-03-2019,north,1701
pink morsel,3,594,26-03-2019,south,1782
pink morsel,3,599,26-03-2019,east,1797
pink morsel,3,519,26-03-2019,west,1557
gold morsel,9.99,575,26-03-2019,north,5744.25
gold morsel,9.99,512,26-03-2019,south,5114.88
gold morsel,9.99,543,26-03-2019,east,5424.57
gold morsel,9.99,560,26-03-2019,west,5594.4
magenta morsel,2.5,562,26-03-2019,north,1405
magenta morsel,2.5,551,26-03-2019,south,1377.5
magenta morsel,2.5,585,26-03-2019,east,1462.5
magenta morsel,2.5,549,26-03-2019,west,1372.5
chartreuse morsel,3,556,26-03-2019,north,1668
chartreuse morsel,3,543,26-03-2019,south,1629
chartreuse morsel,3,550,26-03-2019,east,1650
chartreuse morsel,3,589,26-03-2019,west,1767
periwinkle morsel,1.25,560,26-03-2019,north,700
periwinkle morsel,1.25,511,26-03-2019,south,638.75
periwinkle morsel,1.25,554,26-03-2019,east,692.5
periwinkle morsel,1.25,510,26-03-2019,west,637.5
vermilion morsel,4.99,527,26-03-2019,north,2629.73
vermilion morsel,4.99,557,26-03-2019,south,2779.43
vermilion morsel,4.99,527,26-03-2019,east,2629.73
vermilion morsel,4.99,518,26-03-2019,west,2584.82
lapis morsel,1.99,559,26-03-2019,north,1112.41
lapis morsel,1.99,533,26-03-2019,south,1060.67
lapis morsel,1.99,570,26-03-2019,east,1134.3
lapis morsel,1.99,503,26-03-2019,west,1000.97
pink morsel,3,556,27-03-2019,north,1668
pink morsel,3,525,27-03-2019,south,1575
pink morsel,3,536,27-03-2019,east,1608
pink morsel,3,509,27-03-2019,west,1527
