,product,price,quantity,date,region,sales
3642,pink morsel,5,484,20-02-2021,east,2420.0
3643,pink morsel,5,480,20-02-2021,west,2400.0
3668,pink morsel,5,469,21-02-2021,north,2345.0
3669,pink morsel,5,408,21-02-2021,south,2040.0
3670,pink morsel,5,434,21-02-2021,east,2170.0
3671,pink morsel,5,489,21-02-2021,west,2445.0
3696,pink morsel,5,429,22-02-2021,north,2145.0
3697,pink morsel,5,410,22-02-2021,south,2050.0
3698,pink morsel,5,440,22-02-2021,east,2200.0
3699,pink morsel,5,428,22-02-2021,west,2140.0
3724,pink morsel,5,498,23-02-2021,north,2490.0
3725,pink morsel,5,474,23-02-2021,south,2370.0
3726,pink morsel,5,411,23-02-2021,east,2055.0
3727,pink morsel,5,476,23-02-2021,west,2380.0
3752,pink morsel,5,466,24-02-2021,north,2330.0
3753,pink morsel,5,484,24-02-2021,south,2420.0
3754,pink morsel,5,447,24-02-2021,east,2235.0
3755,pink morsel,5,409,24-02-2021,west,2045.0
3780,pink morsel,5,441,25-02-2021,north,2205.0
3781,pink morsel,5,413,25-02-2021,south,2065.0
3782,pink morsel,5,460,25-02-2021,east,2300.0
3783,pink morsel,5,407,25-02-2021,west,2035.0
3808,pink morsel,5,491,26-02-2021,north,2455.0
3809,pink morsel,5,470,26-02-2021,south,2350.0
3810,pink morsel,5,454,26-02-2021,east,2270.0
3811,pink morsel,5,463,26-02-2021,west,2315.0
3836,pink morsel,5,400,27-02-2021,north,2000.0
3837,pink morsel,5,461,27-02-2021,south,2305.0
3838,pink morsel,5,430,27-02-2021,east,2150.0
3839,pink morsel,5,461,27-02-2021,west,2305.0
3864,pink morsel,5,429,28-02-2021,north,2145.0
3865,pink morsel,5,431,28-02-2021,south,2155.0
3866,pink morsel,5,458,28-02-2021,east,2290.0
3867,pink morsel,5,431,28-02-2021,west,2155.0
3892,pink morsel,5,472,01-03-2021,north,2360.0
3893,pink morsel,5,486,01-03-2021,south,2430.0
3894,pink morsel,5,437,01-03-2021,east,2185.0
3895,pink morsel,5,449,01-03-2021,west,2245.0
3920,pink morsel,5,474,02-03-2021,north,2370.0
3921,pink morsel,5,460,02-03-2021,south,2300.0
3922,pink morsel,5,443,02-03-2021,east,2215.0
3923,pink morsel,5,445,02-03-2021,west,2225.0
3948,pink morsel,5,481,03-03-2021,north,2405.0
3949,pink morsel,5,400,03-03-2021,south,2000.0
3950,pink morsel,5,405,03-03-2021,east,2025.0
3951,pink morsel,5,476,03-03-2021,west,2380.0
3976,pink morsel,5,478,04-03-2021,north,2390.0
3977,pink morsel,5,467,04-03-2021,south,2335.0
3978,pink morsel,5,441,04-03-2021,east,2205.0
3979,pink morsel,5,407,04-03-2021,west,2035.0
4004,pink morsel,5,416,05-03-2021,north,2080.0
4005,pink morsel,5,468,05-03-2021,south,2340.0
4006,pink morsel,5,409,05-03-2021,east,2045.0
4007,pink morsel,5,401,05-03-2021,west,2005.0
4032,pink morsel,5,415,06-03-2021,north,2075.0
4033,pink morsel,5,438,06-03-2021,south,2190.0
4034,pink morsel,5,461,06-03-2021,east,2305.0
4035,pink morsel,5,438,06-03-2021,west,2190.0
4060,pink morsel,5,444,07-03-2021,north,2220.0
4061,pink morsel,5,405,07-03-2021,south,2025.0
4062,pink morsel,5,470,07-03-2021,east,2350.0
4063,pink morsel,5,485,07-03-2021,west,2425.0
4088,pink morsel,5,434,08-03-2021,north,2170.0
4089,pink morsel,5,419,08-03-2021,south,2095.0
4090,pink morsel,5,495,08-03-2021,east,2475.0
4091,pink morsel,5,479,08-03-2021,west,2395.0
4116,pink morsel,5,476,09-03-2021,north,2380.0
4117,pink morsel,5,400,09-03-2021,south,2000.0
4118,pink morsel,5,436,09-03-2021,east,2180.0
4119,pink morsel,5,473,09-03-2021,west,2365.0
4144,pink morsel,5,476,10-03-2021,north,2380.0
4145,pink morsel,5,464,10-03-2021,south,2320.0
4146,pink morsel,5,401,10-03-2021,east,2005.0
4147,pink morsel,5,454,10-03-2021,west,2270.0
4172,pink morsel,5,401,11-03-2021,north,2005.0
4173,pink morsel,5,482,11-03-2021,south,2410.0
4174,pink morsel,5,413,11-03-2021,east,2065.0
4175,pink morsel,5,434,11-03-2021,west,2170.0
4200,pink morsel,5,435,12-03-2021,north,2175.0
4201,pink morsel,5,462,12-03-2021,south,2310.0
4202,pink morsel,5,498,12-03-2021,east,2490.0
4203,pink morsel,5,480,12-03-2021,west,2400.0
4228,pink morsel,5,413,13-03-2021,north,2065.0
4229,pink morsel,5,433,13-03-2021,south,2165.0
4230,pink morsel,5,461,13-03-2021,east,2305.0
4231,pink morsel,5,420,13-03-2021,west,2100.0
4256,pink morsel,5,449,14-03-2021,north,2245.0
4257,pink morsel,5,473,14-03-2021,south,2365.0
4258,pink morsel,5,460,14-03-2021,east,2300.0
4259,pink morsel,5,468,14-03-2021,west,2340.0
4284,pink morsel,5,466,15-03-2021,north,2330.0
4285,pink morsel,5,489,15-03-2021,south,2445.0
4286,pink morsel,5,478,15-03-2021,east,2390.0
4287,pink morsel,5,442,15-03-2021,west,2210.0
4312,pink morsel,5,473,16-03-2021,north,2365.0
4313,pink morsel,5,500,16-03-2021,south,2500.0
4314,pink morsel,5,447,16-03-2021,east,2235.0
4315,pink morsel,5,496,16-03-2021,west,2480.0
4340,pink morsel,5,413,17-03-2021,north,2065.0
4341,pink morsel,5,465,17-03-2021,south,2325.0
4342,pink morsel,5,496,17-03-2021,east,2480.0
4343,pink morsel,5,453,17-03-2021,west,2265.0
4368,pink morsel,5,488,18-03-2021,north,2440.0
4369,pink morsel,5,404,18-03-2021,south,2020.0
4370,pink morsel,5,423,18-03-2021,east,2115.0
4371,pink morsel,5,415,18-03-2021,west,2075.0
4396,pink morsel,5,407,19-03-2021,north,2035.0
4397,pink morsel,5,499,19-03-2021,south,2495.0
4398,pink morsel,5,468,19-03-2021,east,2340.0
4399,pink morsel,5,444,19-03-2021,west,2220.0
4424,pink morsel,5,476,20-03-2021,north,2380.0
4425,pink morsel,5,472,20-03-2021,south,2360.0
4426,pink morsel,5,465,20-03-2021,east,2325.0
4427,pink morsel,5,468,20-03-2021,west,2340.0
4452,pink morsel,5,460,21-03-2021,north,2300.0
4453,pink morsel,5,406,21-03-2021,south,2030.0
4454,pink morsel,5,422,21-03-2021,east,2110.0
4455,pink morsel,5,498,21-03-2021,west,2490.0
4480,pink morsel,5,484,22-03-2021,north,2420.0
4481,pink morsel,5,406,22-03-2021,south,2030.0
4482,pink morsel,5,490,22-03-2021,east,2450.0
4483,pink morsel,5,463,22-03-2021,west,2315.0
4508,pink morsel,5,494,23-03-2021,north,2470.0
4509,pink morsel,5,448,23-03-2021,south,2240.0
4510,pink morsel,5,431,23-03-2021,east,2155.0
4511,pink morsel,5,401,23-03-2021,west,2005.0
4536,pink morsel,5,401,24-03-2021,north,2005.0
4537,pink morsel,5,415,24-03-2021,south,2075.0
4538,pink morsel,5,416,24-03-2021,east,2080.0
4539,pink morsel,5,479,24-03-2021,west,2395.0
4564,pink morsel,5,487,25-03-2021,north,2435.0
4565,pink morsel,5,411,25-03-2021,south,2055.0
4566,pink morsel,5,426,25-03-2021,east,2130.0
4567,pink morsel,5,473,25-03-2021,west,2365.0
4592,pink morsel,5,464,26-03-2021,north,2320.0
4593,pink morsel,5,465,26-03-2021,south,2325.0
4594,pink morsel,5,442,26-03-2021,east,2210.0
4595,pink morsel,5,445,26-03-2021,west,2225.0
4620,pink morsel,5,493,27-03-2021,north,2465.0
4621,pink morsel,5,435,27-03-2021,south,2175.0
4622,pink morsel,5,429,27-03-2021,east,2145.0
4623,pink morsel,5,417,27-03-2021,west,2085.0
4648,pink morsel,5,462,28-03-2021,north,2310.0
4649,pink morsel,5,414,28-03-2021,south,2070.0
4650,pink morsel,5,471,28-03-2021,east,2355.0
4651,pink morsel,5,482,28-03-2021,west,2410.0
4676,pink morsel,5,495,29-03-2021,north,2475.0
4677,pink morsel,5,401,29-03-2021,south,2005.0
4678,pink morsel,5,405,29-03-2021,east,2025.0
4679,pink morsel,5,453,29-03-2021,west,2265.0
4704,pink morsel,5,418,30-03-2021,north,2090.0
4705,pink morsel,5,478,30-03-2021,south,2390.0
4706,pink morsel,5,482,30-03-2021,east,2410.0
4707,pink morsel,5,407,30-03-2021,west,2035.0
4732,pink morsel,5,495,31-03-2021,north,2475.0
4733,pink morsel,5,427,31-03-2021,south,2135.0
4734,pink morsel,5,488,31-03-2021,east,2440.0
4735,pink morsel,5,421,31-03-2021,west,2105.0
4760,pink morsel,5,481,01-04-2021,north,2405.0
4761,pink morsel,5,400,01-04-2021,south,2000.0
4762,pink morsel,5,496,01-04-2021,east,2480.0
4763,pink morsel,5,499,01-04-2021,west,2495.0
4788,pink morsel,5,452,02-04-2021,north,2260.0
4789,pink morsel,5,420,02-04-2021,south,2100.0
4790,pink morsel,5,496,02-04-2021,east,2480.0
4791,pink morsel,5,465,02-04-2021,west,2325.0
4816,pink morsel,5,469,03-04-2021,north,2345.0
4817,pink morsel,5,401,03-04-2021,south,2005.0
4818,pink morsel,5,435,03-04-2021,east,2175.0
4819,pink morsel,5,466,03-04-2021,west,2330.0
4844,pink morsel,5,496,04-04-2021,north,2480.0
4845,pink morsel,5,491,04-04-2021,south,2455.0
4846,pink morsel,5,433,04-04-2021,east,2165.0
4847,pink morsel,5,471,04-04-2021,west,2355.0
4872,pink morsel,5,454,05-04-2021,north,2270.0
4873,pink morsel,5,483,05-04-2021,south,2415.0
4874,pink morsel,5,430,05-04-2021,east,2150.0
4875,pink morsel,5,443,05-04-2021,west,2215.0
4900,pink morsel,5,488,06-04-2021,north,2440.0
4901,pink morsel,5,487,06-04-2021,south,2435.0
4902,pink morsel,5,451,06-04-2021,east,2255.0
4903,pink morsel,5,452,06-04-2021,west,2260.0
4928,pink morsel,5,404,07-04-2021,north,2020.0
4929,pink morsel,5,425,07-04-2021,south,2125.0
4930,pink morsel,5,424,07-04-2021,east,2120.0
4931,pink morsel,5,414,07-04-2021,west,2070.0
4956,pink morsel,5,427,08-04-2021,north,2135.0
4957,pink morsel,5,410,08-04-2021,south,2050.0
4958,pink morsel,5,480,08-04-2021,east,2400.0
4959,pink morsel,5,408,08-04-2021,west,2040.0
4984,pink morsel,5,453,09-04-2021,north,2265.0
4985,pink morsel,5,468,09-04-2021,south,2340.0
4986,pink morsel,5,449,09-04-2021,east,2245.0
4987,pink morsel,5,490,09-04-2021,west,2450.0
5012,pink morsel,5,477,10-04-2021,north,2385.0
5013,pink morsel,5,451,10-04-2021,south,2255.0
5014,pink morsel,5,413,10-04-2021,east,2065.0
5015,pink morsel,5,459,10-04-2021,west,2295.0
5040,pink morsel,5,483,11-04-2021,north,2415.0
5041,pink morsel,5,471,11-04-2021,south,2355.0
5042,pink morsel,5,485,11-04-2021,east,2425.0
5043,pink morsel,5,430,11-04-2021,west,2150.0
5068,pink morsel,5,457,12-04-2021,north,2285.0
5069,pink morsel,5,463,12-04-2021,south,2315.0
5070,pink morsel,5,416,12-04-2021,east,2080.0
5071,pink morsel,5,461,12-04-2021,west,2305.0
5096,pink morsel,5,423,13-04-2021,north,2115.0
5097,pink morsel,5,476,13-04-2021,south,2380.0
5098,pink morsel,5,439,13-04-2021,east,2195.0
5099,pink morsel,5,465,13-04-2021,west,2325.0
5124,pink morsel,5,409,14-04-2021,north,2045.0
5125,pink morsel,5,474,14-04-2021,south,2370.0
5126,pink morsel,5,497,14-04-2021,east,2485.0
5127,pink morsel,5,417,14-04-2021,west,2085.0
5152,pink morsel,5,437,15-04-2021,north,2185.0
5153,pink morsel,5,455,15-04-2021,south,2275.0
5154,pink morsel,5,410,15-04-2021,east,2050.0
5155,pink morsel,5,464,15-04-2021,west,2320.0
5180,pink morsel,5,467,16-04-2021,north,2335.0
5181,pink morsel,5,483,16-04-2021,south,2415.0
5182,pink morsel,5,423,16-04-2021,east,2115.0
5183,pink morsel,5,476,16-04-2021,west,2380.0
5208,pink morsel,5,475,17-04-2021,north,2375.0
5209,pink morsel,5,450,17-04-2021,south,2250.0
5210,pink morsel,5,483,17-04-2021,east,2415.0
5211,pink morsel,5,479,17-04-2021,west,2395.0
5236,pink morsel,5,401,18-04-2021,north,2005.0
5237,pink morsel,5,443,18-04-2021,south,2215.0
5238,pink morsel,5,481,18-04-2021,east,2405.0
5239,pink morsel,5,453,18-04-2021,west,2265.0
5264,pink morsel,5,432,19-04-2021,north,2160.0
5265,pink morsel,5,423,19-04-2021,south,2115.0
5266,pink morsel,5,435,19-04-2021,east,2175.0
5267,pink morsel,5,484,19-04-2021,west,2420.0
5292,pink morsel,5,458,20-04-2021,north,2290.0
5293,pink morsel,5,423,20-04-2021,south,2115.0
5294,pink morsel,5,422,20-04-2021,east,2110.0
5295,pink morsel,5,479,20-04-2021,west,2395.0
5320,pink morsel,5,480,21-04-2021,north,2400.0
5321,pink morsel,5,439,21-04-2021,south,2195.0
5322,pink morsel,5,419,21-04-2021,east,2095.0
5323,pink morsel,5,466,21-04-2021,west,2330.0
5348,pink morsel,5,447,22-04-2021,north,2235.0
5349,pink morsel,5,439,22-04-2021,south,2195.0
5350,pink morsel,5,496,22-04-2021,east,2480.0
5351,pink morsel,5,454,22-04-2021,west,2270.0
5376,pink morsel,5,456,23-04-2021,north,2280.0
5377,pink morsel,5,413,23-04-2021,south,2065.0
5378,pink morsel,5,413,23-04-2021,east,2065.0
5379,pink morsel,5,452,23-04-2021,west,2260.0
5404,pink morsel,5,488,24-04-2021,north,2440.0
5405,pink morsel,5,426,24-04-2021,south,2130.0
5406,pink morsel,5,469,24-04-2021,east,2345.0
5407,pink morsel,5,404,24-04-2021,west,2020.0
5432,pink morsel,5,455,25-04-2021,north,2275.0
5433,pink morsel,5,475,25-04-2021,south,2375.0
5434,pink morsel,5,468,25-04-2021,east,2340.0
5435,pink morsel,5,460,25-04-2021,west,2300.0
5460,pink morsel,5,452,26-04-2021,north,2260.0
5461,pink morsel,5,459,26-04-2021,south,2295.0
5462,pink morsel,5,459,26-04-2021,east,2295.0
5463,pink morsel,5,423,26-04-2021,west,2115.0
5488,pink morsel,5,419,27-04-2021,north,2095.0
5489,pink morsel,5,402,27-04-2021,south,2010.0
5490,pink morsel,5,449,27-04-2021,east,2245.0
5491,pink morsel,5,449,27-04-2021,west,2245.0
5516,pink morsel,5,477,28-04-2021,north,2385.0
5517,pink morsel,5,446,28-04-2021,south,2230.0
5518,pink morsel,5,457,28-04-2021,east,2285.0
5519,pink morsel,5,423,28-04-2021,west,2115.0
5544,pink morsel,5,430,29-04-2021,north,2150.0
5545,pink morsel,5,413,29-04-2021,south,2065.0
5546,pink morsel,5,422,29-04-2021,east,2110.0
5547,pink morsel,5,435,29-04-2021,west,2175.0
5572,pink morsel,5,464,30-04-2021,north,2320.0
5573,pink morsel,5,487,30-04-2021,south,2435.0
5574,pink morsel,5,410,30-04-2021,east,2050.0
5575,pink morsel,5,433,30-04-2021,west,2165.0
5600,pink morsel,5,492,01-05-2021,north,2460.0
5601,pink morsel,5,433,01-05-2021,south,2165.0
5602,pink morsel,5,422,01-05-2021,east,2110.0
5603,pink morsel,5,464,01-05-2021,west,2320.0
5628,pink morsel,5,461,02-05-2021,north,2305.0
5629,pink morsel,5,429,02-05-2021,south,2145.0
5630,pink morsel,5,492,02-05-2021,east,2460.0
5631,pink morsel,5,452,02-05-2021,west,2260.0
5656,pink morsel,5,471,03-05-2021,north,2355.0
5657,pink morsel,5,414,03-05-2021,south,2070.0
5658,pink morsel,5,491,03-05-2021,east,2455.0
5659,pink morsel,5,418,03-05-2021,west,2090.0
5684,pink morsel,5,454,04-05-2021,north,2270.0
5685,pink morsel,5,485,04-05-2021,south,2425.0
5686,pink morsel,5,483,04-05-2021,east,2415.0
5687,pink morsel,5,413,04-05-2021,west,2065.0
5712,pink morsel,5,463,05-05-2021,north,2315.0
5713,pink morsel,5,424,05-05-2021,south,2120.0
5714,pink morsel,5,466,05-05-2021,east,2330.0
5715,pink morsel,5,459,05-05-2021,west,2295.0
5740,pink morsel,5,424,06-05-2021,north,2120.0
5741,pink morsel,5,410,06-05-2021,south,2050.0
5742,pink morsel,5,428,06-05-2021,east,2140.0
5743,pink morsel,5,446,06-05-2021,west,2230.0
5768,pink morsel,5,418,07-05-2021,north,2090.0
5769,pink morsel,5,467,07-05-2021,south,2335.0
5770,pink morsel,5,425,07-05-2021,east,2125.0
5771,pink morsel,5,476,07-05-2021,west,2380.0
5796,pink morsel,5,418,08-05-2021,north,2090.0
5797,pink morsel,5,498,08-05-2021,south,2490.0
5798,pink morsel,5,440,08-05-2021,east,2200.0
5799,pink morsel,5,409,08-05-2021,west,2045.0
5824,pink morsel,5,428,09-05-2021,north,2140.0
5825,pink morsel,5,423,09-05-2021,south,2115.0
5826,pink morsel,5,409,09-05-2021,east,2045.0
5827,pink morsel,5,477,09-05-2021,west,2385.0
5852,pink morsel,5,450,10-05-2021,north,2250.0
5853,pink morsel,5,465,10-05-2021,south,2325.0
5854,pink morsel,5,465,10-05-2021,east,2325.0
5855,pink morsel,5,480,10-05-2021,west,2400.0
5880,pink morsel,5,424,11-05-2021,north,2120.0
5881,pink morsel,5,433,11-05-2021,south,2165.0
5882,pink morsel,5,435,11-05-2021,east,2175.0
5883,pink morsel,5,438,11-05-2021,west,2190.0
5908,pink morsel,5,431,12-05-2021,north,2155.0
5909,pink morsel,5,465,12-05-2021,south,2325.0
5910,pink morsel,5,405,12-05-2021,east,2025.0
5911,pink morsel,5,491,12-05-2021,west,2455.0
5936,pink morsel,5,466,13-05-2021,north,2330.0
5937,pink morsel,5,442,13-05-2021,south,2210.0
5938,pink morsel,5,402,13-05-2021,east,2010.0
5939,pink morsel,5,464,13-05-2021,west,2320.0
5964,pink morsel,5,427,14-05-2021,north,2135.0
5965,pink morsel,5,500,14-05-2021,south,2500.0
5966,pink morsel,5,428,14-05-2021,east,2140.0
5967,pink morsel,5,438,14-05-2021,west,2190.0
5992,pink morsel,5,448,15-05-2021,north,2240.0
5993,pink morsel,5,436,15-05-2021,south,2180.0
5994,pink morsel,5,404,15-05-2021,east,2020.0
5995,pink morsel,5,478,15-05-2021,west,2390.0
6020,pink morsel,5,475,16-05-2021,north,2375.0
6021,pink morsel,5,410,16-05-2021,south,2050.0
6022,pink morsel,5,416,16-05-2021,east,2080.0
6023,pink morsel,5,411,16-05-2021,west,2055.0
6048,pink morsel,5,404,17-05-2021,north,2020.0
6049,pink morsel,5,494,17-05-2021,south,2470.0
6050,pink morsel,5,444,17-05-2021,east,2220.0
6051,pink morsel,5,451,17-05-2021,west,2255.0
6076,pink morsel,5,437,18-05-2021,north,2185.0
6077,pink morsel,5,491,18-05-2021,south,2455.0
6078,pink morsel,5,454,18-05-2021,east,2270.0
6079,pink morsel,5,483,18-05-2021,west,2415.0
6104,pink morsel,5,480,19-05-2021,north,2400.0
6105,pink morsel,5,460,19-05-2021,south,2300.0
6106,pink morsel,5,435,19-05-2021,east,2175.0
6107,pink morsel,5,404,19-05-2021,west,2020.0
6132,pink morsel,5,439,20-05-2021,north,2195.0
6133,pink morsel,5,410,20-05-2021,south,2050.0
6134,pink morsel,5,411,20-05-2021,east,2055.0
6135,pink morsel,5,460,20-05-2021,west,2300.0
6160,pink morsel,5,496,21-05-2021,north,2480.0
6161,pink morsel,5,448,21-05-2021,south,2240.0
6162,pink morsel,5,405,21-05-2021,east,2025.0
6163,pink morsel,5,496,21-05-2021,west,2480.0
6188,pink morsel,5,486,22-05-2021,north,2430.0
6189,pink morsel,5,420,22-05-2021,south,2100.0
6190,pink morsel,5,484,22-05-2021,east,2420.0
6191,pink morsel,5,482,22-05-2021,west,2410.0
6216,pink morsel,5,431,23-05-2021,north,2155.0
6217,pink morsel,5,469,23-05-2021,south,2345.0
6218,pink morsel,5,409,23-05-2021,east,2045.0
6219,pink morsel,5,448,23-05-2021,west,2240.0
6244,pink morsel,5,478,24-05-2021,north,2390.0
6245,pink morsel,5,442,24-05-2021,south,2210.0
6246,pink morsel,5,421,24-05-2021,east,2105.0
6247,pink morsel,5,415,24-05-2021,west,2075.0
6272,pink morsel,5,404,25-05-2021,north,2020.0
6273,pink morsel,5,421,25-05-2021,south,2105.0
6274,pink morsel,5,459,25-05-2021,east,2295.0
6275,pink morsel,5,401,25-05-2021,west,2005.0
6300,pink morsel,5,495,26-05-2021,north,2475.0
6301,pink morsel,5,442,26-05-2021,south,2210.0
6302,pink morsel,5,408,26-05-2021,east,2040.0
6303,pink morsel,5,417,26-05-2021,west,2085.0
6328,pink morsel,5,416,27-05-2021,north,2080.0
6329,pink morsel,5,452,27-05-2021,south,2260.0
6330,pink morsel,5,469,27-05-2021,east,2345.0
6331,pink morsel,5,432,27-05-2021,west,2160.0
6356,pink morsel,5,441,28-05-2021,north,2205.0
6357,pink morsel,5,411,28-05-2021,south,2055.0
6358,pink morsel,5,456,28-05-2021,east,2280.0
6359,pink morsel,5,441,28-05-2021,west,2205.0
6384,pink morsel,5,430,29-05-2021,north,2150.0
6385,pink morsel,5,490,29-05-2021,south,2450.0
6386,pink morsel,5,401,29-05-2021,east,2005.0
6387,pink morsel,5,423,29-05-2021,west,2115.0
6412,pink morsel,5,476,30-05-2021,north,2380.0
6413,pink morsel,5,445,30-05-2021,south,2225.0
6414,pink morsel,5,497,30-05-2021,east,2485.0
6415,pink morsel,5,462,30-05-2021,west,2310.0
6440,pink morsel,5,479,31-05-2021,north,2395.0
6441,pink morsel,5,419,31-05-2021,south,2095.0
6442,pink morsel,5,444,31-05-2021,east,2220.0
6443,pink morsel,5,426,31-05-2021,west,2130.0
6468,pink morsel,5,428,01-06-2021,north,2140.0
6469,pink morsel,5,490,01-06-2021,south,2450.0
6470,pink morsel,5,411,01-06-2021,east,2055.0
6471,pink morsel,5,443,01-06-2021,west,2215.0
6496,pink morsel,5,403,02-06-2021,north,2015.0
6497,pink morsel,5,470,02-06-2021,south,2350.0
6498,pink morsel,5,401,02-06-2021,east,2005.0
6499,pink morsel,5,403,02-06-2021,west,2015.0
6524,pink morsel,5,475,03-06-2021,north,2375.0
6525,pink morsel,5,405,03-06-2021,south,2025.0
6526,pink morsel,5,475,03-06-2021,east,2375.0
6527,pink morsel,5,460,03-06-2021,west,2300.0
6552,pink morsel,5,481,04-06-2021,north,2405.0
6553,pink morsel,5,427,04-06-2021,south,2135.0
6554,pink morsel,5,463,04-06-2021,east,2315.0
6555,pink morsel,5,460,04-06-2021,west,2300.0
6580,pink morsel,5,485,05-06-2021,north,2425.0
6581,pink morsel,5,480,05-06-2021,south,2400.0
6582,pink morsel,5,449,05-06-2021,east,2245.0
6583,pink morsel,5,417,05-06-2021,west,2085.0
6608,pink morsel,5,404,06-06-2021,north,2020.0
6609,pink morsel,5,438,06-06-2021,south,2190.0
6610,pink morsel,5,490,06-06-2021,east,2450.0
6611,pink morsel,5,449,06-06-2021,west,2245.0
6636,pink morsel,5,478,07-06-2021,north,2390.0
6637,pink morsel,5,404,07-06-2021,south,2020.0
6638,pink morsel,5,472,07-06-2021,east,2360.0
6639,pink morsel,5,414,07-06-2021,west,2070.0
6664,pink morsel,5,458,08-06-2021,north,2290.0
6665,pink morsel,5,407,08-06-2021,south,2035.0
6666,pink morsel,5,490,08-06-2021,east,2450.0
6667,pink morsel,5,424,08-06-2021,west,2120.0
6692,pink morsel,5,496,09-06-2021,north,2480.0
6693,pink morsel,5,500,09-06-2021,south,2500.0
6694,pink morsel,5,473,09-06-2021,east,2365.0
6695,pink morsel,5,466,09-06-2021,west,2330.0
6720,pink morsel,5,456,10-06-2021,north,2280.0
6721,pink morsel,5,403,10-06-2021,south,2015.0
6722,pink morsel,5,500,10-06-2021,east,2500.0
6723,pink morsel,5,481,10-06-2021,west,2405.0
6748,pink morsel,5,477,11-06-2021,north,2385.0
6749,pink morsel,5,418,11-06-2021,south,2090.0
6750,pink morsel,5,460,11-06-2021,east,2300.0
6751,pink morsel,5,470,11-06-2021,west,2350.0
6776,pink morsel,5,419,12-06-2021,north,2095.0
6777,pink morsel,5,475,12-06-2021,south,2375.0
6778,pink morsel,5,454,12-06-2021,east,2270.0
6779,pink morsel,5,473,12-06-2021,west,2365.0
6804,pink morsel,5,441,13-06-2021,north,2205.0
6805,pink morsel,5,452,13-06-2021,south,2260.0
6806,pink morsel,5,427,13-06-2021,east,2135.0
6807,pink morsel,5,456,13-06-2021,west,2280.0
6832,pink morsel,5,497,14-06-2021,north,2485.0
6833,pink morsel,5,405,14-06-2021,south,2025.0
6834,pink morsel,5,492,14-06-2021,east,2460.0
6835,pink morsel,5,457,14-06-2021,west,2285.0
6860,pink morsel,5,418,15-06-2021,north,2090.0
6861,pink morsel,5,415,15-06-2021,south,2075.0
6862,pink morsel,5,425,15-06-2021,east,2125.0
6863,pink morsel,5,417,15-06-2021,west,2085.0
6888,pink morsel,5,482,16-06-2021,north,2410.0
6889,pink morsel,5,453,16-06-2021,south,2265.0
6890,pink morsel,5,429,16-06-2021,east,2145.0
6891,pink morsel,5,464,16-06-2021,west,2320.0
6916,pink morsel,5,452,17-06-2021,north,2260.0
6917,pink morsel,5,492,17-06-2021,south,2460.0
6918,pink morsel,5,412,17-06-2021,east,2060.0
6919,pink morsel,5,424,17-06-2021,west,2120.0
6944,pink morsel,5,465,18-06-2021,north,2325.0
6945,pink morsel,5,455,18-06-2021,south,2275.0
6946,pink morsel,5,457,18-06-2021,east,2285.0
6947,pink morsel,5,430,18-06-2021,west,2150.0
6972,pink morsel,5,432,19-06-2021,north,2160.0
6973,pink morsel,5,404,19-06-2021,south,2020.0
6974,pink morsel,5,486,19-06-2021,east,2430.0
6975,pink morsel,5,405,19-06-2021,west,2025.0
7000,pink morsel,5,456,20-06-2021,north,2280.0
7001,pink morsel,5,485,20-06-2021,south,2425.0
7002,pink morsel,5,446,20-06-2021,east,2230.0
7003,pink morsel,5,432,20-06-2021,west,2160.0
7028,pink morsel,5,472,21-06-2021,north,2360.0
7029,pink morsel,5,461,21-06-2021,south,2305.0
7030,pink morsel,5,421,21-06-2021,east,2105.0
7031,pink morsel,5,458,21-06-2021,west,2290.0
7056,pink morsel,5,456,22-06-2021,north,2280.0
7057,pink morsel,5,402,22-06-2021,south,2010.0
7058,pink morsel,5,419,22-06-2021,east,2095.0
7059,pink morsel,5,454,22-06-2021,west,2270.0
7084,pink morsel,5,416,23-06-2021,north,2080.0
7085,pink morsel,5,469,23-06-2021,south,2345.0
7086,pink morsel,5,448,23-06-2021,east,2240.0
7087,pink morsel,5,485,23-06-2021,west,2425.0
7112,pink morsel,5,478,24-06-2021,north,2390.0
7113,pink morsel,5,431,24-06-2021,south,2155.0
7114,pink morsel,5,412,24-06-2021,east,2060.0
7115,pink morsel,5,411,24-06-2021,west,2055.0
7140,pink morsel,5,428,25-06-2021,north,2140.0
7141,pink morsel,5,468,25-06-2021,south,2340.0
7142,pink morsel,5,406,25-06-2021,east,2030.0
7143,pink morsel,5,462,25-06-2021,west,2310.0
7168,pink morsel,5,413,26-06-2021,north,2065.0
7169,pink morsel,5,466,26-06-2021,south,2330.0
7170,pink morsel,5,429,26-06-2021,east,2145.0
7171,pink morsel,5,410,26-06-2021,west,2050.0
7196,pink morsel,5,419,27-06-2021,north,2095.0
7197,pink morsel,5,492,27-06-2021,south,2460.0
7198,pink morsel,5,439,27-06-2021,east,2195.0
7199,pink morsel,5,404,27-06-2021,west,2020.0
7224,pink morsel,5,437,28-06-2021,north,2185.0
7225,pink morsel,5,438,28-06-2021,south,2190.0
7226,pink morsel,5,410,28-06-2021,east,2050.0
7227,pink morsel,5,409,28-06-2021,west,2045.0
7252,pink morsel,5,431,29-06-2021,north,2155.0
7253,pink morsel,5,427,29-06-2021,south,2135.0
7254,pink morsel,5,456,29-06-2021,east,2280.0
